Taxon,ID Number,Rank,Trophic Mode,Guild,Confidence Ranking,Growth Form,Trait,Notes,Source/Citation
Phaeothecoidea,501267,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeothyriolum,3962,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeotrichum,3967,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaeoxyphiella,9326,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phallaceae,81146,Family,Saprotroph,Litter Saprotroph-Soil Saprotroph-Wood Saprotroph,Probable,Phalloid,NULL,"Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
Phallus,19254,Genus,Saprotroph,Litter Saprotroph-Soil Saprotroph-Wood Saprotroph,Probable,Phalloid,White Rot,"Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)","Dix NJ, Cairney JWG. 1985. Transactions of the British Mycological Society 85:514-520 [Link]; Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phallus impudicus,245934,Genus,Saprotroph,Litter Saprotroph-Soil Saprotroph-Wood Saprotroph,Probable,Phalloid,White Rot,"Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)","Dix NJ, Cairney JWG. 1985. Transactions of the British Mycological Society 85:514-520 [Link]; Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phanerochaete,18245,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,White Rot,NULL,"Glenn JK, et al. 1983. Biochemical and Biophysical Research Communications 114:1077-1083 [Link]90672-1' target='_blank'>Link]"
Phanerochaete chrysosporium,319705,Species,Saprotroph,Wood Saprotroph,Probable,NULL,NULL,NULL,"James TY, et al. 2006. Nature 443:818-822 [Link]"
Phanerodontia,517282,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaneroites,517287,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phaneromyces,3976,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phellinidium,25477,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phellinopsis,518931,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phellopilus,28521,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phellorinia,19256,Genus,Saprotroph,Soil Saprotroph,Probable,Gasteroid,NULL,Common name - stalked puffball,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]; Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialastrum,25461,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialea,3986,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialea strobilina,162067,Species,Saprotroph,Litter Saprotroph,Highly Probable,Microfungus,NULL,Found in Fagus leaf litter in central Germany (Purahong et al. 2016),"Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 [Link]"
Phialemonium,11160,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialemonium dimorphosporum,108342,Species,Saprotroph,Wood Saprotroph,Highly Probable,NULL,Soft Rot,NULL,"Worrall JJ, et al. 1997. Mycologia 89:199-219 [Link] [Link]"
Phialina,3987,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialogeniculata,9339,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialophora fastigiata,264693,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 [Link]; Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 [Link]; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Phialophora mustea,289360,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Phialophora parasitica,319854,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Worrall JJ, et al. 1997. Mycologia 89:199-219 [Link] [Link]"
Phialophora richardsiae,276522,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 [Link]; Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 [Link]; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Phialoscypha,3991,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phialosimplex,513392,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phillipsiella,3996,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phlebia,18250,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,White Rot,NULL,"Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
Phlebia radiata,204324,Species,Saprotroph,Wood Saprotroph,Probable,Corticioid,NULL,NULL,"James TY, et al. 2006. Nature 443:818-822 [Link]"
Phlebiella,18251,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phlebiopsis,25478,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phlebogaster,19257,Genus,Saprotroph,NULL,Probable,Gasteroid,Hypogeous,Common name - false truffle,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phleogena,18259,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phlogiotis,18260,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phlyctibasidium,18261,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pholiota,18263,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pholiota arenariobulbosa,443389,Species,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiota cincta,443392,Species,Saprotroph,Wood Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiota communis,443390,Species,Saprotroph,Leaf Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiota graminum,266423,Species,Saprotroph,Leaf Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiota highlandensis,319983,Species,Saprotroph,Soil Saprotroph-Wood Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiota punctata,443391,Species,Saprotroph,Soil Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiota squarrosipes,278719,Species,Saprotroph,Wood Saprotroph,Probable,Agaricoid,NULL,NULL,"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pholiotina,18265,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phoma cava,194893,Species,Saprotroph,Litter Saprotroph-Soil Saprotroph,Highly Probable,Microfungus,NULL,Syn. Pyrenochaeta cava (de Gruyter et al. 2010); Found in Fagus leaf litter in central Germany (Purahong et al. 2016),"De Gruyter J, et al. 2010. Mycologia. 102:1066-1081 [Link]; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 [Link]"
Phoma fimeti,148826,Species,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,Soft Rot,NULL,"Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 [Link]; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Phoma pigmentivora,145267,Species,Saprotroph,Wood Saprotroph,Probable,Microfungus,Soft Rot,NULL,"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 [Link]"
Phragmaspidium,4018,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmitensis,27890,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmocalosphaeria,4020,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmocapnias,4021,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmodiaporthe,4024,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmodiscus,4026,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmoporthe,4033,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phragmoxenidium,25109,Genus,Saprotroph,Undefined Saprotroph,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phycomyces,20411,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phycomyces blakesleeanus,258558,Species,Saprotroph,Dung Saprotroph-Undefined Saprotroph,Highly Probable,NULL,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); James TY, et al. 2006. Nature 443:818-822 [Link]"
Phylacia,4047,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phyllogaster,19259,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phyllogloea,18273,Genus,Saprotroph,Undefined Saprotroph,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phylloporia,18274,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Polyporoid,White Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Phyllopta,18276,Genus,Saprotroph,Undefined Saprotroph,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Phyllostictina,9386,Genus,Saprotroph,Wood Saprotroph,Highly Probable,NULL,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Physalacria,18280,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Physalospora,4079,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Physisporinus,18281,Genus,Saprotroph,Wood Saprotroph,Highly Probable,Corticioid,White Rot,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Physodontia,18284,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Physosporella,4092,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Piceomphale,4094,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pilaira,20419,Genus,Saprotroph,Dung Saprotroph-Undefined Saprotroph,Highly Probable,NULL,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pilatoporus,25479,Genus,Saprotroph,Wood Saprotroph,Probable,NULL,Brown Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pilobolus,20420,Genus,Saprotroph,Dung Saprotroph,Highly Probable,NULL,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Piloporia,18288,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pinaceicola,831515,Genus,Saprotroph,Litter Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Piniphoma,829337,Genus,Saprotroph,Wood Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Pinnaticoemansia,29034,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Piptocephalis lepidula,199590,Species,Saprotroph,Dung Saprotroph,Highly Probable,NULL,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015)"
Pirella,20423,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pirex,25584,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pirobasidium,9408,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pistillaria,18292,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pistillina,18293,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pithoascus,4115,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pithyella,4117,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Placocrea,4124,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Placoderma,18294,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Plagiostoma,4157,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Plasia,9431,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Platypeltella,4178,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Platystomum,4185,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Plectania,4187,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Plectonaemella,9433,Genus,Saprotroph,Wood Saprotroph,Highly Probable,NULL,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany"
Plenodomus,9445,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleohelicoon,555565,Genus,Saprotroph,Litter Saprotroph,Probable,NULL,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Pleomassaria,4214,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleomelogramma,4216,Genus,Saprotroph,Undefined Saprotroph,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleopunctum,556522,Genus,Saprotroph,Wood Saprotroph,Probable,Microfungus,NULL,NULL,"Põlme S, et al. 2020. Fungal Diversity 105:1-16 [Link]"
Pleoseptum,6197,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleosphaerulina,4231,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleuroascus,4241,Genus,Saprotroph,Dung Saprotroph,Highly Probable,NULL,NULL,NULL,"Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 [Link]; Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleuroceras,4242,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurocybella,18302,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurocybella porrigens,289763,Species,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,Poisonous,Non-Proteinogenic Amino Acid producer,http://en.wikipedia.org/wiki/List_of_deadly_fungi [Link]
Pleurocytospora,9459,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurodon,18303,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleuroflammula,18304,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurophomella,9468,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurophomopsis,9469,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurostoma,4247,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurostomophora,500095,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurotellus,18306,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurotheciella,564282,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurothecium,9475,Genus,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
Pleurotopsis,18307,Genus,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 [Link]"
Pleurotus australis,198080,Species,Saprotroph,Wood Saprotroph,Probable,Agaricoid,White Rot,"Members of this genus can be nematophagous, capturing and consuming nematodes","Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Pleurotus malleeanus,514511,Species,Saprotroph,Wood Saprotroph,Probable,Agaricoid,White Rot,"Members of this genus can be nematophagous, capturing and consuming nematodes.","Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 [Link]"
Plicatura,18309,Genus,Saprotroph,Wood Saprotroph,Probable,Corticioid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 [Link]"
